able,absolute,absolutely,absolutely beautiful,absolutely gorgeous,absurd,accessible,act,actively,actual,actually,actually good,adapt,add,add new,addicting,addictive,additional,address,advance,affect,afk,ago,ahh,ai,ai generate,aim,ain,allow,alright,alt,amaze,amaze feel,amazing,angry,anime,annoy,anymore,apart,apex,appear,approach,aren,arent,arguably,arrive,aside,ask,ass,assume,attach,automatic,available,average,avoid,aware,away,awesome,awful,bad,bad bad,balance,balanced,ban,barely,base,basic,basically,beat,beautiful,beautifully,begin,believe,beloved,best,best far,best open,best recommend,bias,big,black,blind,block,blow,blow away,bore,boring,bother,break,brilliant,bring,btw,bug,buggy,build,bully,bump,bungie,bust,busy,buy,buy new,cannot_recommend,capture,card,care,carry,cast,casual,cause,certain,challenge,change,charge,chat,cheat,check,chill,choose,classic,climb,close,clunky,collab,combat,combine,come,common,compare,complain,complete,completely,complex,concept,confuse,connect,conquer,consider,constantly,content,continue,cook,cool,core,correct,correctly,cosmetic,couldn,cozy,crash,create,creepy,crisp,current,customize,cute,cuz,damn,damn good,dark,dead,decide,deep,deeply,defeat,definitely,definitely recommend,delete,deliver,depend,deserve,design,destiny,dev,develop,devs,didn,didn expect,didn know,didn need,didnt,die,different,difficult,disappear,disappoint,disconnect,disgust,distract,dive,dlc,dodge,doesn,doesnt,dont,double,drag,dress,drive,drop,dry,dumb,ea,early,earn,easily,easy,easy learn,eat,edit,elden,encourage,end,endless,engage,enjoy,enjoy look,enjoyable,ensure,enter,entertain,entire,equal,equally,equip,especially,essentially,eventually,evil,exact,exactly,exactly want,excellent,excite,exist,expand,expect,expensive,experience,experiment,explain,explore,extend,extra,extremely,fail,fair,faithful,fall,fantastic,fantasy,far,far away,farm,favorite,favourite,fc,feel,feel fresh,feel little,feel really,fell,felt,felt good,fest,fh,fight,final,finally,fine,finish,finish main,fish,fit,fix,flip,fluid,fly,focus,follow,force,forever,forget,fortnite,forward,forza,fps,frame,frankly,free,freeze,frequent,frequently,fresh,friendly,frustrate,frustrating,fully,fun,funny,future,gacha,gamble,gather,generally,generate,generous,genuine,genuinely,german,giant,glad,glitchy,goated,gon,good,good actually,good amaze,good bad,good far,good good,good great,good hard,good high,good maybe,good old,good overall,good pretty,good say,good want,google,gorgeous,gothic,grab,grand,graphic,graphically,great,great absolutely,great awesome,great bad,great best,great early,great feel,great free,great good,great great,great long,great love,great open,great overall,great really,greatly,grind,grow,guardian,gud,gun,half,hand,handle,happen,happy,hard,hardly,hat,hate,hate love,haven,head,healthy,heavily,heavy,hell,help,helpful,hey,hidden,high,highly,highly recomend,highly recommend,hire,hit,hold,honestly,hook,hop,hope,hopefully,horrible,horribly,hostile,hot,huge,human,hunt,hurt,iconic,id,idk,ignore,ill,im,immediately,immersive,important,impress,improve,include,increase,incredible,incredibly,incredibly frustrate,ing,initial,insane,insanely,inspire,instantly,instead,intense,interact,interactive,interested,interesting,introduce,introduce new,invest,ish,isn,ive,join,jump,kick,kill,killer,kinda,know,know think,kuro,laggy,laptop,large,late,later,laugh,launch,lead,learn,leave,leave want,legendary,legit,lego,leon,let,let tell,level,light,likely,limit,limited,listen,literally,little,little good,live,ll,load,lock,lockpicking,lol,long,look,look amazing,look feel,look forward,loop,lose,loud,love,love really,lovely,low,lucky,mad,magic,main,mainly,maintain,major,manage,manageable,master,matchmaking,maybe,mean,meaningful,mechanically,meet,memorable,mental,mic,mid,minor,mislead,miss,mixed,mod,modern,multiplayer,multiple,nail,nasty,naturally,nearly,necessary,need,need fix,need good,negative,nerfed,net,neutral,never_be,never_play,never_really,never_seen,new,new love,new new,nice,no_clue,no_life,no_matter,no_other,no_reason,no_way,non,normal,nostalgia,not_a,not_a good,not_a huge,not_a single,not_all,not_as,not_as good,not_at,not_bad,not_be,not_because,not_buy,not_even,not_fun,not_get,not_go,not_going,not_have,not_just,not_play,not_playing,not_really,not_sure,not_that,not_the,not_to,not_very,not_want,not_work,not_worth,npc,objective,obnoxious,obvious,obviously,occasionally,occur,offer,oh,ok,old,online,open,optimize,original,original gothic,originally,outdated,overall,overall great,overall really,overall say,overwhelm,pace,pad,paint,paradox,participate,pass,pay,pc,peak,perfect,perfectly,phenomenal,physically,pick,playable,poor,poorly,poorly optimize,positive,possible,possibly,potential,powerful,practically,pray,prefer,pretend,pretty,pretty cool,pretty fun,pretty good,pretty great,previous,primarily,prime,probably,probably best,proceed,produce,progress,promise,proper,properly,provide,public,pull,punish,purchase,pure,push,puzzle,pvp,quest,queue,quick,quickly,quite,quite good,random,randomly,rank,rare,reach,read,ready,real,realise,realistic,realize,really,really bad,really enjoy,really fun,really good,really great,really hard,really love,really need,really nice,receive,recent,recomend,recommend,recommend especially,recommend love,refund,refuse,regardless,regret,relate,release,remain,remake,remember,remind,remove,repeat,repeatedly,repetitive,replace,replay,repo,report,require,reset,resident,resident evil,review,revisit,reward,rewarding,rid,ride,ridiculous,ridiculously,right,rip,rise,rlly,roll,rpg,ruin,run,run great,rush,sacrifice,sad,safe,safely,satisfy,save,saw,say,say bad,say definitely,say really,scar,scared,scary,sci,scream,screen,second,seek,seemingly,select,sell,semi,separate,serve,set,shake,shift,shoot,short,shouldn,sick,sight,silly,similar,simple,simply,sims,sincerely,single,skill,skip,slam,slap,slight,slightly,slow,small,smooth,solid,solve,somewhat,soo,soon,souls,sound,spam,spawn,speak,special,specific,specifically,speed,spend,spoiler,stable,stand,star,starside,start,start feel,start new,stay,stay away,step,stick,stink,stop,storyline,straight,strong,stuff,stumble,stun,stupid,suck,suddenly,suffer,suggest,super,suppose,sure,surprise,surround,survival,survive,sweet,swim,switch,ta,tactical,talk,tall,teach,teammates,tear,technical,tedious,tell,terrible,terribly,terrify,test,th,thank,think,think best,think fun,tho,thoroughly,thoroughly enjoy,throw,thumb,tie,till,tire,total,totally,touch,traditional,train,trash,travel,treat,troll,true,truly,try,try new,turn,tutorial,typical,ui,ultimate,um,unable,unadulterated,understand,unfinished,unfortunate,unfortunately,uninspired,uninstalling,unique,unknown,unlock,unlocked,unplayable,update,upgrade,ur,use,useful,useless,utter,various,vast,visual,visually,wait,walk,wan,wander,want,want buy,want destiny,want good,want shoot,want think,warn,wasn,waste,watch,weird,weren,white,wild,willing,win,wipe,wish,wonderful,wont,work,worth,worthy,wouldn,write,wrong,wuthering,yeah,yes,young
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17665008504212992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19713761154087506,0.0,0.0,0.0,0.0,0.0,0.15559410417516456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16394303469352497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12767072388122472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169577273728466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20649091506883963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19450650454853827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20442922615792966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19450650454853827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18720751256492743,0.10632563246640254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16192986926442324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19902779240760285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1612914988993487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15810859501652236,0.0,0.0,0.0,0.0,0.0,0.21672104388519114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14330228644790308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18322643719743717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11677089118486168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17194636984633607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15235556013546375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999777608348114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19593348754604215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14682852766542126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20442922615792966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19902779240760285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13246734969970533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19061831764518594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1261997168021597,0.21999777608348114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18720751256492743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
